Log_ID,Timestamp,Date,Time,Severity,Component,Block_ID,Source_IP,Destination_IP,Message,Label_Anomaly,Raw_Log
157,2008-11-10T00:05:07Z,2008-11-10,00:05:07,INFO,dfs.DataNode$PacketResponder,blk_-2896670847306153652,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-2896670847306153652 terminating,Normal,081110 000507 4619 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-2896670847306153652 terminating
158,2008-11-10T00:05:46Z,2008-11-10,00:05:46,INFO,dfs.DataNode$DataXceiver,blk_-8856628810470361280,10.250.5.237:41923,10.250.5.237:50010,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,Normal,081110 000546 4624 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010
159,2008-11-10T00:06:16Z,2008-11-10,00:06:16,INFO,dfs.DataNode$PacketResponder,blk_3463540868626173125,10.250.19.225,10.250.19.225:50010,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,Normal,081110 000616 4552 INFO dfs.DataNode$PacketResponder: Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134
160,2008-11-10T00:06:57Z,2008-11-10,00:06:57,INFO,dfs.DataNode$PacketResponder,blk_-5309211894896608429,10.250.19.225,10.250.19.225:50010,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,Normal,081110 000657 4822 INFO dfs.DataNode$PacketResponder: Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181
161,2008-11-10T00:07:27Z,2008-11-10,00:07:27,INFO,dfs.FSNamesystem,blk_-1055254430948037872,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,Normal,081110 000727 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864
162,2008-11-10T00:07:55Z,2008-11-10,00:07:55,INFO,dfs.DataNode$DataXceiver,blk_3962600675982666210,10.251.123.195:37374,10.251.123.195:50010,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,Normal,081110 000755 4717 INFO dfs.DataNode$DataXceiver: Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010
163,2008-11-10T00:08:20Z,2008-11-10,00:08:20,INFO,dfs.DataNode$PacketResponder,blk_-730776401372551814,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-730776401372551814 terminating,Normal,081110 000820 4687 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-730776401372551814 terminating
164,2008-11-10T00:08:41Z,2008-11-10,00:08:41,INFO,dfs.DataNode$PacketResponder,blk_-7553009628768897700,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-7553009628768897700 terminating,Normal,081110 000841 4727 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-7553009628768897700 terminating
165,2008-11-10T00:12:50Z,2008-11-10,00:12:50,INFO,dfs.DataNode$PacketResponder,blk_3068335169639013019,10.250.19.225,10.250.19.225:50010,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,Normal,081110 001250 4631 INFO dfs.DataNode$PacketResponder: Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68
166,2008-11-10T00:13:07Z,2008-11-10,00:13:07,INFO,dfs.FSNamesystem,blk_-9069971851590882719,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,Normal,081110 001307 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864
167,2008-11-10T00:13:37Z,2008-11-10,00:13:37,INFO,dfs.FSNamesystem,blk_-8924134715029713489,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,Normal,081110 001337 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864
168,2008-11-10T00:13:50Z,2008-11-10,00:13:50,INFO,dfs.FSNamesystem,blk_278357163850888,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,Normal,081110 001350 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864
169,2008-11-10T00:17:45Z,2008-11-10,00:17:45,INFO,dfs.DataNode$DataXceiver,blk_-5135777574223073423,10.251.65.237:48648,10.251.65.237:50010,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,Normal,081110 001745 4905 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010
170,2008-11-10T00:18:18Z,2008-11-10,00:18:18,INFO,dfs.DataNode$PacketResponder,blk_-1148756466197125339,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-1148756466197125339 terminating,Normal,081110 001818 4837 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-1148756466197125339 terminating
171,2008-11-10T00:20:41Z,2008-11-10,00:20:41,INFO,dfs.DataNode$PacketResponder,blk_9074030793567748915,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_9074030793567748915 terminating,Normal,081110 002041 4863 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_9074030793567748915 terminating
172,2008-11-10T00:21:03Z,2008-11-10,00:21:03,INFO,dfs.DataNode$PacketResponder,blk_-4067446915270471579,10.250.19.225,10.250.19.225:50010,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,Normal,081110 002103 4928 INFO dfs.DataNode$PacketResponder: Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8
173,2008-11-10T00:22:21Z,2008-11-10,00:22:21,INFO,dfs.DataNode$PacketResponder,blk_3259872359515191972,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_3259872359515191972 terminating,Normal,081110 002221 4855 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3259872359515191972 terminating
174,2008-11-10T00:22:23Z,2008-11-10,00:22:23,INFO,dfs.DataNode$PacketResponder,blk_5963816136267066159,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_5963816136267066159 terminating,Normal,081110 002223 4824 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_5963816136267066159 terminating
175,2008-11-10T00:22:53Z,2008-11-10,00:22:53,INFO,dfs.FSNamesystem,blk_-210021574616486609,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,Normal,081110 002253 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609
176,2008-11-10T00:23:37Z,2008-11-10,00:23:37,INFO,dfs.DataBlockScanner,blk_-1547954353065580372,10.250.19.225,10.250.19.225:50010,Verification succeeded for blk_-1547954353065580372,Normal,081110 002337 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_-1547954353065580372
177,2008-11-10T00:29:14Z,2008-11-10,00:29:14,INFO,dfs.DataNode$DataXceiver,blk_-8524274644018377752,10.251.42.16:33011,10.251.42.16:50010,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,Normal,081110 002914 4955 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010
178,2008-11-10T00:34:41Z,2008-11-10,00:34:41,INFO,dfs.DataNode$DataXceiver,blk_-2015110815660478655,10.251.35.1:53344,10.251.35.1:50010,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,Normal,081110 003441 4986 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010
179,2008-11-10T00:35:02Z,2008-11-10,00:35:02,INFO,dfs.DataNode$PacketResponder,blk_7484759945731484842,10.250.19.225,10.250.19.225:50010,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,Normal,081110 003502 4937 INFO dfs.DataNode$PacketResponder: Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149
180,2008-11-10T00:42:47Z,2008-11-10,00:42:47,INFO,dfs.FSNamesystem,blk_-4110733372292809607,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,Normal,081110 004247 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864
181,2008-11-10T01:03:54Z,2008-11-10,01:03:54,INFO,dfs.DataNode$PacketResponder,blk_-7152190882826520998,10.250.19.225,10.250.19.225:50010,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,Normal,081110 010354 5184 INFO dfs.DataNode$PacketResponder: Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143
182,2008-11-10T01:04:38Z,2008-11-10,01:04:38,INFO,dfs.DataNode$DataXceiver,blk_-6543889749770222531,10.251.107.98:56224,10.251.107.98:50010,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,Normal,081110 010438 4917 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010
183,2008-11-10T01:05:06Z,2008-11-10,01:05:06,INFO,dfs.DataNode$PacketResponder,blk_8772892713521115147,10.250.19.225,10.250.19.225:50010,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,Normal,081110 010506 5128 INFO dfs.DataNode$PacketResponder: Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245
184,2008-11-10T01:05:25Z,2008-11-10,01:05:25,INFO,dfs.DataNode$PacketResponder,blk_-6979800421545566530,10.250.19.225,10.250.19.225:50010,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,Normal,081110 010525 5099 INFO dfs.DataNode$PacketResponder: Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176
185,2008-11-10T01:05:43Z,2008-11-10,01:05:43,INFO,dfs.FSNamesystem,blk_8935202950442998446,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,Normal,081110 010543 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446
186,2008-11-10T01:06:29Z,2008-11-10,01:06:29,INFO,dfs.DataNode$PacketResponder,blk_-4799092443170733505,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-4799092443170733505 terminating,Normal,081110 010629 5132 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-4799092443170733505 terminating
187,2008-11-10T01:07:59Z,2008-11-10,01:07:59,INFO,dfs.FSNamesystem,blk_-3010126661650043258,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,Normal,081110 010759 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258
188,2008-11-10T01:08:01Z,2008-11-10,01:08:01,INFO,dfs.DataNode$PacketResponder,blk_-5215520749152394224,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-5215520749152394224 terminating,Normal,081110 010801 5186 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5215520749152394224 terminating
189,2008-11-10T01:08:15Z,2008-11-10,01:08:15,INFO,dfs.DataNode$PacketResponder,blk_397848436489409658,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_397848436489409658 terminating,Normal,081110 010815 5133 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_397848436489409658 terminating
190,2008-11-10T01:08:51Z,2008-11-10,01:08:51,INFO,dfs.FSNamesystem,blk_-9181958042427679309,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,Normal,081110 010851 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864
191,2008-11-10T01:09:17Z,2008-11-10,01:09:17,INFO,dfs.DataNode$PacketResponder,blk_-5124326558394984439,10.250.19.225,10.250.19.225:50010,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,Normal,081110 010917 5109 INFO dfs.DataNode$PacketResponder: Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79
192,2008-11-10T01:09:18Z,2008-11-10,01:09:18,INFO,dfs.FSNamesystem,blk_-4741127506068309449,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,Normal,081110 010918 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864
193,2008-11-10T01:09:32Z,2008-11-10,01:09:32,INFO,dfs.DataNode$PacketResponder,blk_-4937215748597091532,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-4937215748597091532 terminating,Normal,081110 010932 5174 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-4937215748597091532 terminating
194,2008-11-10T01:10:01Z,2008-11-10,01:10:01,INFO,dfs.FSNamesystem,blk_541463031152673662,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,Normal,081110 011001 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864
195,2008-11-10T01:11:00Z,2008-11-10,01:11:00,INFO,dfs.DataNode$PacketResponder,blk_-7514806214244798312,10.250.19.225,10.250.19.225:50010,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,Normal,081110 011100 5230 INFO dfs.DataNode$PacketResponder: Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101
196,2008-11-10T01:11:33Z,2008-11-10,01:11:33,INFO,dfs.DataNode$PacketResponder,blk_-7007208336332784130,10.250.19.225,10.250.19.225:50010,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,Normal,081110 011133 5157 INFO dfs.DataNode$PacketResponder: Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63
197,2008-11-10T01:12:37Z,2008-11-10,01:12:37,INFO,dfs.DataBlockScanner,blk_6996194389878584395,10.250.19.225,10.250.19.225:50010,Verification succeeded for blk_6996194389878584395,Normal,081110 011237 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_6996194389878584395
198,2008-11-10T01:13:35Z,2008-11-10,01:13:35,INFO,dfs.FSNamesystem,blk_-6836642008179678048,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,Normal,081110 011335 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864
199,2008-11-10T01:13:52Z,2008-11-10,01:13:52,INFO,dfs.DataNode$PacketResponder,blk_8060713381303305129,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_8060713381303305129 terminating,Normal,081110 011352 5321 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_8060713381303305129 terminating
200,2008-11-10T01:14:06Z,2008-11-10,01:14:06,INFO,dfs.DataNode$DataXceiver,blk_5760391051658436046,10.251.42.84:59752,10.251.42.84:50010,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,Normal,081110 011406 5296 INFO dfs.DataNode$DataXceiver: Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010
201,2008-11-10T01:14:31Z,2008-11-10,01:14:31,INFO,dfs.FSNamesystem,blk_-7866582011201618766,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,Normal,081110 011431 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766
202,2008-11-10T01:14:48Z,2008-11-10,01:14:48,INFO,dfs.FSNamesystem,blk_-7555801584297376435,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,Normal,081110 011448 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864
203,2008-11-10T01:15:05Z,2008-11-10,01:15:05,INFO,dfs.FSNamesystem,blk_-5949883083428548093,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864,Normal,081110 011505 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864
204,2008-11-10T01:15:21Z,2008-11-10,01:15:21,INFO,dfs.FSNamesystem,blk_-9162090767925303921,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921,Normal,081110 011521 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921
205,2008-11-10T01:15:38Z,2008-11-10,01:15:38,INFO,dfs.DataNode$PacketResponder,blk_-4196449318426994195,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-4196449318426994195 terminating,Normal,081110 011538 5164 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-4196449318426994195 terminating
206,2008-11-10T01:17:13Z,2008-11-10,01:17:13,INFO,dfs.DataNode$DataXceiver,blk_4238127626194855481,10.250.11.100:59324,10.250.11.100:50010,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010,Normal,081110 011713 5420 INFO dfs.DataNode$DataXceiver: Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010
207,2008-11-10T01:17:31Z,2008-11-10,01:17:31,INFO,dfs.DataNode$PacketResponder,blk_-3805070405372551730,10.250.19.225,10.250.19.225:50010,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236,Normal,081110 011731 5472 INFO dfs.DataNode$PacketResponder: Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236
208,2008-11-10T01:18:46Z,2008-11-10,01:18:46,INFO,dfs.DataNode$PacketResponder,blk_-2013946318750925538,10.250.19.225,10.250.19.225:50010,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22,Normal,081110 011846 5274 INFO dfs.DataNode$PacketResponder: Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22
209,2008-11-10T01:19:25Z,2008-11-10,01:19:25,INFO,dfs.DataNode$PacketResponder,blk_3278280638950561822,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_3278280638950561822 terminating,Normal,081110 011925 5356 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3278280638950561822 terminating
210,2008-11-10T01:20:05Z,2008-11-10,01:20:05,INFO,dfs.DataNode$PacketResponder,blk_-26568864070436835,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-26568864070436835 terminating,Normal,081110 012005 5368 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-26568864070436835 terminating
211,2008-11-10T01:22:45Z,2008-11-10,01:22:45,INFO,dfs.DataNode$PacketResponder,blk_-9161369067334198861,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-9161369067334198861 terminating,Normal,081110 012245 5396 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-9161369067334198861 terminating
212,2008-11-10T01:23:51Z,2008-11-10,01:23:51,INFO,dfs.DataNode$PacketResponder,blk_-1094025072435547068,10.250.19.225,10.250.19.225:50010,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3,Normal,081110 012351 5301 INFO dfs.DataNode$PacketResponder: Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3
213,2008-11-10T01:23:57Z,2008-11-10,01:23:57,INFO,dfs.DataNode$PacketResponder,blk_6534693994677948144,10.250.19.225,10.250.19.225:50010,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204,Normal,081110 012357 5523 INFO dfs.DataNode$PacketResponder: Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204
214,2008-11-10T01:24:26Z,2008-11-10,01:24:26,INFO,dfs.DataNode$DataXceiver,blk_7672124247291403094,10.251.66.3:55531,10.251.66.3:50010,Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010,Normal,081110 012426 5538 INFO dfs.DataNode$DataXceiver: Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010
215,2008-11-10T01:25:22Z,2008-11-10,01:25:22,INFO,dfs.DataNode$PacketResponder,blk_-5569558931000121451,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-5569558931000121451 terminating,Normal,081110 012522 5491 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-5569558931000121451 terminating
216,2008-11-10T01:27:53Z,2008-11-10,01:27:53,INFO,dfs.DataNode$PacketResponder,blk_-4566099704755845087,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-4566099704755845087 terminating,Normal,081110 012753 5586 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-4566099704755845087 terminating
217,2008-11-10T01:28:35Z,2008-11-10,01:28:35,INFO,dfs.DataNode$PacketResponder,blk_-8093500164295459838,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-8093500164295459838 terminating,Normal,081110 012835 5558 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-8093500164295459838 terminating
218,2008-11-10T01:28:55Z,2008-11-10,01:28:55,INFO,dfs.DataNode$PacketResponder,blk_-3787594914477940893,10.250.19.225,10.250.19.225:50010,Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16,Normal,081110 012855 5509 INFO dfs.DataNode$PacketResponder: Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16
219,2008-11-10T01:28:57Z,2008-11-10,01:28:57,INFO,dfs.DataNode$PacketResponder,blk_426381928692704514,10.250.19.225,10.250.19.225:50010,Received block blk_426381928692704514 of size 67108864 from /10.251.122.38,Normal,081110 012857 5605 INFO dfs.DataNode$PacketResponder: Received block blk_426381928692704514 of size 67108864 from /10.251.122.38
220,2008-11-10T01:31:25Z,2008-11-10,01:31:25,INFO,dfs.FSNamesystem,blk_-7413910507260978729,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729,Normal,081110 013125 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729
221,2008-11-10T01:32:20Z,2008-11-10,01:32:20,INFO,dfs.DataNode$PacketResponder,blk_4774656339381154282,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_4774656339381154282 terminating,Normal,081110 013220 5704 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4774656339381154282 terminating
222,2008-11-10T01:32:31Z,2008-11-10,01:32:31,INFO,dfs.DataNode$DataXceiver,blk_-8227485321105019293,10.251.195.33:56999,10.251.195.33:50010,Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010,Normal,081110 013231 5659 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010
223,2008-11-10T01:33:06Z,2008-11-10,01:33:06,INFO,dfs.FSNamesystem,blk_5210211633167259832,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864,Normal,081110 013306 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864
224,2008-11-10T01:34:06Z,2008-11-10,01:34:06,INFO,dfs.DataNode$PacketResponder,blk_2917692073041583988,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_2917692073041583988 terminating,Normal,081110 013406 5493 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2917692073041583988 terminating
225,2008-11-10T01:34:12Z,2008-11-10,01:34:12,INFO,dfs.FSNamesystem,blk_-8558845834445970595,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864,Normal,081110 013412 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864
226,2008-11-10T01:35:02Z,2008-11-10,01:35:02,INFO,dfs.DataNode$PacketResponder,blk_3852281952649038166,10.250.19.225,10.250.19.225:50010,Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65,Normal,081110 013502 5576 INFO dfs.DataNode$PacketResponder: Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65
227,2008-11-10T01:35:06Z,2008-11-10,01:35:06,INFO,dfs.DataNode$PacketResponder,blk_-5442040196315589272,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-5442040196315589272 terminating,Normal,081110 013506 5649 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5442040196315589272 terminating
228,2008-11-10T01:35:37Z,2008-11-10,01:35:37,INFO,dfs.DataNode$DataXceiver,blk_-6486714614940767660,10.250.11.53:48454,10.250.11.53:50010,Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,Normal,081110 013537 5804 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010
229,2008-11-10T01:35:42Z,2008-11-10,01:35:42,INFO,dfs.DataNode$PacketResponder,blk_755689327380778318,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_755689327380778318 terminating,Normal,081110 013542 5646 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_755689327380778318 terminating
